TimeStamp,ps_idx,Capacity,Occupancy,Occupancy_Rate,Longitude,Latitude,Date,DayOfWeek,isWeekend,Time,Hour,Minute
2016-11-27 09:30:00,7,849.0,75.0,8.8339,-1.893755386,52.47609136,2016-11-27,6,True,09:30,9,30
2016-11-27 10:00:00,7,849.0,98.0,11.543,-1.893755386,52.47609136,2016-11-27,6,True,10:00,10,0
2016-11-27 10:30:00,7,849.0,135.0,15.9011,-1.893755386,52.47609136,2016-11-27,6,True,10:30,10,30
2016-11-27 11:00:00,7,849.0,186.0,21.9081,-1.893755386,52.47609136,2016-11-27,6,True,11:00,11,0
2016-11-27 11:30:00,7,849.0,249.0,29.3286,-1.893755386,52.47609136,2016-11-27,6,True,11:30,11,30
2016-11-27 12:00:00,7,849.0,309.0,36.3958,-1.893755386,52.47609136,2016-11-27,6,True,12:00,12,0
2016-11-27 12:30:00,7,849.0,367.0,43.2273,-1.893755386,52.47609136,2016-11-27,6,True,12:30,12,30
2016-11-27 13:00:00,7,849.0,405.0,47.7032,-1.893755386,52.47609136,2016-11-27,6,True,13:00,13,0
2016-11-27 13:30:00,7,849.0,432.0,50.8834,-1.893755386,52.47609136,2016-11-27,6,True,13:30,13,30
2016-11-27 14:00:00,7,849.0,456.0,53.7102,-1.893755386,52.47609136,2016-11-27,6,True,14:00,14,0
2016-11-27 14:30:00,7,849.0,460.0,54.1814,-1.893755386,52.47609136,2016-11-27,6,True,14:30,14,30
2016-11-27 15:00:00,7,849.0,439.0,51.7079,-1.893755386,52.47609136,2016-11-27,6,True,15:00,15,0
2016-11-27 15:30:00,7,849.0,402.0,47.3498,-1.893755386,52.47609136,2016-11-27,6,True,15:30,15,30
2016-11-27 16:00:00,7,849.0,349.0,41.1072,-1.893755386,52.47609136,2016-11-27,6,True,16:00,16,0
2016-11-27 16:30:00,7,849.0,290.0,34.1578,-1.893755386,52.47609136,2016-11-27,6,True,16:30,16,30
2016-11-28 08:00:00,7,849.0,76.0,8.9517,-1.893755386,52.47609136,2016-11-28,0,False,08:00,8,0
2016-11-28 08:30:00,7,849.0,91.0,10.7185,-1.893755386,52.47609136,2016-11-28,0,False,08:30,8,30
2016-11-28 09:00:00,7,849.0,102.0,12.0141,-1.893755386,52.47609136,2016-11-28,0,False,09:00,9,0
2016-11-28 09:30:00,7,849.0,127.0,14.9588,-1.893755386,52.47609136,2016-11-28,0,False,09:30,9,30
2016-11-28 10:00:00,7,849.0,155.0,18.2568,-1.893755386,52.47609136,2016-11-28,0,False,10:00,10,0
2016-11-28 10:30:00,7,849.0,189.0,22.2615,-1.893755386,52.47609136,2016-11-28,0,False,10:30,10,30
2016-11-28 11:00:00,7,849.0,219.0,25.7951,-1.893755386,52.47609136,2016-11-28,0,False,11:00,11,0
2016-11-28 11:30:00,7,849.0,246.0,28.9753,-1.893755386,52.47609136,2016-11-28,0,False,11:30,11,30
2016-11-28 12:00:00,7,849.0,264.0,31.0954,-1.893755386,52.47609136,2016-11-28,0,False,12:00,12,0
2016-11-28 12:30:00,7,849.0,285.0,33.5689,-1.893755386,52.47609136,2016-11-28,0,False,12:30,12,30
2016-11-28 13:00:00,7,849.0,308.0,36.278,-1.893755386,52.47609136,2016-11-28,0,False,13:00,13,0
2016-11-28 13:30:00,7,849.0,315.0,37.1025,-1.893755386,52.47609136,2016-11-28,0,False,13:30,13,30
2016-11-28 14:00:00,7,849.0,321.0,37.8092,-1.893755386,52.47609136,2016-11-28,0,False,14:00,14,0
2016-11-28 14:30:00,7,849.0,315.0,37.1025,-1.893755386,52.47609136,2016-11-28,0,False,14:30,14,30
2016-11-28 15:00:00,7,849.0,296.0,34.8645,-1.893755386,52.47609136,2016-11-28,0,False,15:00,15,0
2016-11-28 15:30:00,7,849.0,265.0,31.2132,-1.893755386,52.47609136,2016-11-28,0,False,15:30,15,30
2016-11-28 16:00:00,7,849.0,247.0,29.0931,-1.893755386,52.47609136,2016-11-28,0,False,16:00,16,0
2016-11-28 16:30:00,7,849.0,223.0,26.2662,-1.893755386,52.47609136,2016-11-28,0,False,16:30,16,30
2016-11-29 08:00:00,7,849.0,66.0,7.7739,-1.893755386,52.47609136,2016-11-29,1,False,08:00,8,0
2016-11-29 08:30:00,7,849.0,83.0,9.7762,-1.893755386,52.47609136,2016-11-29,1,False,08:30,8,30
2016-11-29 09:00:00,7,849.0,99.0,11.6608,-1.893755386,52.47609136,2016-11-29,1,False,09:00,9,0
2016-11-29 09:30:00,7,849.0,136.0,16.0188,-1.893755386,52.47609136,2016-11-29,1,False,09:30,9,30
2016-11-29 10:00:00,7,849.0,174.0,20.4947,-1.893755386,52.47609136,2016-11-29,1,False,10:00,10,0
2016-11-29 10:30:00,7,849.0,210.0,24.735,-1.893755386,52.47609136,2016-11-29,1,False,10:30,10,30
2016-11-29 11:00:00,7,849.0,254.0,29.9176,-1.893755386,52.47609136,2016-11-29,1,False,11:00,11,0
2016-11-29 11:30:00,7,849.0,290.0,34.1578,-1.893755386,52.47609136,2016-11-29,1,False,11:30,11,30
2016-11-29 12:00:00,7,849.0,314.0,36.9847,-1.893755386,52.47609136,2016-11-29,1,False,12:00,12,0
2016-11-29 12:30:00,7,849.0,324.0,38.1625,-1.893755386,52.47609136,2016-11-29,1,False,12:30,12,30
2016-11-29 13:00:00,7,849.0,331.0,38.987,-1.893755386,52.47609136,2016-11-29,1,False,13:00,13,0
2016-11-29 13:30:00,7,849.0,326.0,38.3981,-1.893755386,52.47609136,2016-11-29,1,False,13:30,13,30
2016-11-29 14:00:00,7,849.0,339.0,39.9293,-1.893755386,52.47609136,2016-11-29,1,False,14:00,14,0
2016-11-29 14:30:00,7,849.0,327.0,38.5159,-1.893755386,52.47609136,2016-11-29,1,False,14:30,14,30
2016-11-29 15:00:00,7,849.0,311.0,36.6313,-1.893755386,52.47609136,2016-11-29,1,False,15:00,15,0
2016-11-29 15:30:00,7,849.0,283.0,33.3333,-1.893755386,52.47609136,2016-11-29,1,False,15:30,15,30
2016-11-29 16:00:00,7,849.0,262.0,30.8598,-1.893755386,52.47609136,2016-11-29,1,False,16:00,16,0
2016-11-29 16:30:00,7,849.0,246.0,28.9753,-1.893755386,52.47609136,2016-11-29,1,False,16:30,16,30
2016-11-30 08:00:00,7,849.0,91.0,10.7185,-1.893755386,52.47609136,2016-11-30,2,False,08:00,8,0
2016-11-30 08:30:00,7,849.0,99.0,11.6608,-1.893755386,52.47609136,2016-11-30,2,False,08:30,8,30
2016-11-30 09:00:00,7,849.0,118.0,13.8987,-1.893755386,52.47609136,2016-11-30,2,False,09:00,9,0
2016-11-30 09:30:00,7,849.0,152.0,17.9034,-1.893755386,52.47609136,2016-11-30,2,False,09:30,9,30
2016-11-30 10:00:00,7,849.0,175.0,20.6125,-1.893755386,52.47609136,2016-11-30,2,False,10:00,10,0
2016-11-30 10:30:00,7,849.0,208.0,24.4994,-1.893755386,52.47609136,2016-11-30,2,False,10:30,10,30
2016-11-30 11:00:00,7,849.0,233.0,27.4441,-1.893755386,52.47609136,2016-11-30,2,False,11:00,11,0
2016-11-30 11:30:00,7,849.0,263.0,30.9776,-1.893755386,52.47609136,2016-11-30,2,False,11:30,11,30
2016-11-30 12:00:00,7,849.0,273.0,32.1555,-1.893755386,52.47609136,2016-11-30,2,False,12:00,12,0
2016-11-30 12:30:00,7,849.0,294.0,34.629,-1.893755386,52.47609136,2016-11-30,2,False,12:30,12,30
2016-11-30 13:00:00,7,849.0,294.0,34.629,-1.893755386,52.47609136,2016-11-30,2,False,13:00,13,0
2016-11-30 13:30:00,7,849.0,313.0,36.8669,-1.893755386,52.47609136,2016-11-30,2,False,13:30,13,30
2016-11-30 14:00:00,7,849.0,315.0,37.1025,-1.893755386,52.47609136,2016-11-30,2,False,14:00,14,0
2016-11-30 14:30:00,7,849.0,318.0,37.4558,-1.893755386,52.47609136,2016-11-30,2,False,14:30,14,30
2016-11-30 15:00:00,7,849.0,299.0,35.2179,-1.893755386,52.47609136,2016-11-30,2,False,15:00,15,0
2016-11-30 15:30:00,7,849.0,275.0,32.391,-1.893755386,52.47609136,2016-11-30,2,False,15:30,15,30
2016-11-30 16:00:00,7,849.0,266.0,31.331,-1.893755386,52.47609136,2016-11-30,2,False,16:00,16,0
2016-11-30 16:30:00,7,849.0,248.0,29.2108,-1.893755386,52.47609136,2016-11-30,2,False,16:30,16,30
2016-12-01 08:00:00,7,849.0,86.0,10.1296,-1.893755386,52.47609136,2016-12-01,3,False,08:00,8,0
2016-12-01 08:30:00,7,849.0,93.0,10.9541,-1.893755386,52.47609136,2016-12-01,3,False,08:30,8,30
2016-12-01 09:00:00,7,849.0,105.0,12.3675,-1.893755386,52.47609136,2016-12-01,3,False,09:00,9,0
2016-12-01 09:30:00,7,849.0,123.0,14.4876,-1.893755386,52.47609136,2016-12-01,3,False,09:30,9,30
2016-12-01 10:00:00,7,849.0,166.0,19.5524,-1.893755386,52.47609136,2016-12-01,3,False,10:00,10,0
2016-12-01 10:30:00,7,849.0,204.0,24.0283,-1.893755386,52.47609136,2016-12-01,3,False,10:30,10,30
2016-12-01 11:00:00,7,849.0,235.0,27.6796,-1.893755386,52.47609136,2016-12-01,3,False,11:00,11,0
2016-12-01 11:30:00,7,849.0,268.0,31.5665,-1.893755386,52.47609136,2016-12-01,3,False,11:30,11,30
2016-12-01 12:00:00,7,849.0,299.0,35.2179,-1.893755386,52.47609136,2016-12-01,3,False,12:00,12,0
2016-12-01 12:30:00,7,849.0,332.0,39.1048,-1.893755386,52.47609136,2016-12-01,3,False,12:30,12,30
2016-12-01 13:00:00,7,849.0,356.0,41.9317,-1.893755386,52.47609136,2016-12-01,3,False,13:00,13,0
2016-12-01 13:30:00,7,849.0,360.0,42.4028,-1.893755386,52.47609136,2016-12-01,3,False,13:30,13,30
2016-12-01 14:00:00,7,849.0,353.0,41.5783,-1.893755386,52.47609136,2016-12-01,3,False,14:00,14,0
2016-12-01 14:30:00,7,849.0,344.0,40.5183,-1.893755386,52.47609136,2016-12-01,3,False,14:30,14,30
2016-12-01 15:00:00,7,849.0,319.0,37.5736,-1.893755386,52.47609136,2016-12-01,3,False,15:00,15,0
2016-12-01 15:30:00,7,849.0,299.0,35.2179,-1.893755386,52.47609136,2016-12-01,3,False,15:30,15,30
2016-12-01 16:00:00,7,849.0,273.0,32.1555,-1.893755386,52.47609136,2016-12-01,3,False,16:00,16,0
2016-12-01 16:30:00,7,849.0,258.0,30.3887,-1.893755386,52.47609136,2016-12-01,3,False,16:30,16,30
2016-12-02 08:00:00,7,849.0,76.0,8.9517,-1.893755386,52.47609136,2016-12-02,4,False,08:00,8,0
2016-12-02 08:30:00,7,849.0,95.0,11.1896,-1.893755386,52.47609136,2016-12-02,4,False,08:30,8,30
2016-12-02 09:00:00,7,849.0,111.0,13.0742,-1.893755386,52.47609136,2016-12-02,4,False,09:00,9,0
2016-12-02 09:30:00,7,849.0,156.0,18.3746,-1.893755386,52.47609136,2016-12-02,4,False,09:30,9,30
2016-12-02 10:00:00,7,849.0,203.0,23.9105,-1.893755386,52.47609136,2016-12-02,4,False,10:00,10,0
2016-12-02 10:30:00,7,849.0,234.0,27.5618,-1.893755386,52.47609136,2016-12-02,4,False,10:30,10,30
2016-12-02 11:00:00,7,849.0,270.0,31.8021,-1.893755386,52.47609136,2016-12-02,4,False,11:00,11,0
2016-12-02 11:30:00,7,849.0,299.0,35.2179,-1.893755386,52.47609136,2016-12-02,4,False,11:30,11,30
2016-12-02 12:00:00,7,849.0,331.0,38.987,-1.893755386,52.47609136,2016-12-02,4,False,12:00,12,0
2016-12-02 12:30:00,7,849.0,334.0,39.3404,-1.893755386,52.47609136,2016-12-02,4,False,12:30,12,30
2016-12-02 13:00:00,7,849.0,344.0,40.5183,-1.893755386,52.47609136,2016-12-02,4,False,13:00,13,0
2016-12-02 13:30:00,7,849.0,367.0,43.2273,-1.893755386,52.47609136,2016-12-02,4,False,13:30,13,30
2016-12-02 14:00:00,7,849.0,355.0,41.8139,-1.893755386,52.47609136,2016-12-02,4,False,14:00,14,0
2016-12-02 14:30:00,7,849.0,343.0,40.4005,-1.893755386,52.47609136,2016-12-02,4,False,14:30,14,30
2016-12-02 15:00:00,7,849.0,323.0,38.0448,-1.893755386,52.47609136,2016-12-02,4,False,15:00,15,0
2016-12-02 15:30:00,7,849.0,296.0,34.8645,-1.893755386,52.47609136,2016-12-02,4,False,15:30,15,30
2016-12-02 16:00:00,7,849.0,273.0,32.1555,-1.893755386,52.47609136,2016-12-02,4,False,16:00,16,0
2016-12-02 16:30:00,7,849.0,242.0,28.5041,-1.893755386,52.47609136,2016-12-02,4,False,16:30,16,30
2016-12-03 08:00:00,7,849.0,87.0,10.2473,-1.893755386,52.47609136,2016-12-03,5,True,08:00,8,0
2016-12-03 08:30:00,7,849.0,110.0,12.9564,-1.893755386,52.47609136,2016-12-03,5,True,08:30,8,30
2016-12-03 09:00:00,7,849.0,153.0,18.0212,-1.893755386,52.47609136,2016-12-03,5,True,09:00,9,0
2016-12-03 09:30:00,7,849.0,218.0,25.6773,-1.893755386,52.47609136,2016-12-03,5,True,09:30,9,30
2016-12-03 10:00:00,7,849.0,264.0,31.0954,-1.893755386,52.47609136,2016-12-03,5,True,10:00,10,0
2016-12-03 10:30:00,7,849.0,334.0,39.3404,-1.893755386,52.47609136,2016-12-03,5,True,10:30,10,30
2016-12-03 11:00:00,7,849.0,379.0,44.6408,-1.893755386,52.47609136,2016-12-03,5,True,11:00,11,0
2016-12-03 11:30:00,7,849.0,419.0,49.3522,-1.893755386,52.47609136,2016-12-03,5,True,11:30,11,30
2016-12-03 12:00:00,7,849.0,494.0,58.1861,-1.893755386,52.47609136,2016-12-03,5,True,12:00,12,0
2016-12-03 12:30:00,7,849.0,540.0,63.6042,-1.893755386,52.47609136,2016-12-03,5,True,12:30,12,30
2016-12-03 13:00:00,7,849.0,567.0,66.7845,-1.893755386,52.47609136,2016-12-03,5,True,13:00,13,0
2016-12-03 13:30:00,7,849.0,590.0,69.4935,-1.893755386,52.47609136,2016-12-03,5,True,13:30,13,30
2016-12-03 14:00:00,7,849.0,606.0,71.3781,-1.893755386,52.47609136,2016-12-03,5,True,14:00,14,0
2016-12-03 14:30:00,7,849.0,599.0,70.5536,-1.893755386,52.47609136,2016-12-03,5,True,14:30,14,30
2016-12-03 15:00:00,7,849.0,592.0,69.7291,-1.893755386,52.47609136,2016-12-03,5,True,15:00,15,0
2016-12-03 15:30:00,7,849.0,612.0,72.0848,-1.893755386,52.47609136,2016-12-03,5,True,15:30,15,30
2016-12-03 16:00:00,7,849.0,584.0,68.7868,-1.893755386,52.47609136,2016-12-03,5,True,16:00,16,0
2016-12-03 16:30:00,7,849.0,561.0,66.0777,-1.893755386,52.47609136,2016-12-03,5,True,16:30,16,30
2016-12-04 08:00:00,7,849.0,29.0,3.4158,-1.893755386,52.47609136,2016-12-04,6,True,08:00,8,0
2016-12-04 08:30:00,7,849.0,39.0,4.5936,-1.893755386,52.47609136,2016-12-04,6,True,08:30,8,30
2016-12-04 09:00:00,7,849.0,67.0,7.8916,-1.893755386,52.47609136,2016-12-04,6,True,09:00,9,0
2016-12-04 09:30:00,7,849.0,75.0,8.8339,-1.893755386,52.47609136,2016-12-04,6,True,09:30,9,30
2016-12-04 10:00:00,7,849.0,98.0,11.543,-1.893755386,52.47609136,2016-12-04,6,True,10:00,10,0
2016-12-04 10:30:00,7,849.0,135.0,15.9011,-1.893755386,52.47609136,2016-12-04,6,True,10:30,10,30
2016-12-04 11:00:00,7,849.0,186.0,21.9081,-1.893755386,52.47609136,2016-12-04,6,True,11:00,11,0
2016-12-04 11:30:00,7,849.0,249.0,29.3286,-1.893755386,52.47609136,2016-12-04,6,True,11:30,11,30
2016-12-04 12:00:00,7,849.0,309.0,36.3958,-1.893755386,52.47609136,2016-12-04,6,True,12:00,12,0
2016-12-04 12:30:00,7,849.0,367.0,43.2273,-1.893755386,52.47609136,2016-12-04,6,True,12:30,12,30
2016-12-04 13:00:00,7,849.0,405.0,47.7032,-1.893755386,52.47609136,2016-12-04,6,True,13:00,13,0
2016-12-04 13:30:00,7,849.0,432.0,50.8834,-1.893755386,52.47609136,2016-12-04,6,True,13:30,13,30
2016-12-04 14:00:00,7,849.0,456.0,53.7102,-1.893755386,52.47609136,2016-12-04,6,True,14:00,14,0
2016-12-04 14:30:00,7,849.0,460.0,54.1814,-1.893755386,52.47609136,2016-12-04,6,True,14:30,14,30
2016-12-04 15:00:00,7,849.0,439.0,51.7079,-1.893755386,52.47609136,2016-12-04,6,True,15:00,15,0
2016-12-04 15:30:00,7,849.0,402.0,47.3498,-1.893755386,52.47609136,2016-12-04,6,True,15:30,15,30
2016-12-04 16:00:00,7,849.0,349.0,41.1072,-1.893755386,52.47609136,2016-12-04,6,True,16:00,16,0
2016-12-04 16:30:00,7,849.0,290.0,34.1578,-1.893755386,52.47609136,2016-12-04,6,True,16:30,16,30
2016-12-05 08:00:00,7,849.0,55.0,6.4782,-1.893755386,52.47609136,2016-12-05,0,False,08:00,8,0
2016-12-05 08:30:00,7,849.0,70.0,8.245,-1.893755386,52.47609136,2016-12-05,0,False,08:30,8,30
2016-12-05 09:00:00,7,849.0,83.0,9.7762,-1.893755386,52.47609136,2016-12-05,0,False,09:00,9,0
2016-12-05 09:30:00,7,849.0,106.0,12.4853,-1.893755386,52.47609136,2016-12-05,0,False,09:30,9,30
2016-12-05 10:00:00,7,849.0,134.0,15.7833,-1.893755386,52.47609136,2016-12-05,0,False,10:00,10,0
2016-12-05 10:30:00,7,849.0,162.0,19.0813,-1.893755386,52.47609136,2016-12-05,0,False,10:30,10,30
2016-12-05 11:00:00,7,849.0,202.0,23.7927,-1.893755386,52.47609136,2016-12-05,0,False,11:00,11,0
2016-12-05 11:30:00,7,849.0,228.0,26.8551,-1.893755386,52.47609136,2016-12-05,0,False,11:30,11,30
2016-12-05 12:00:00,7,849.0,259.0,30.5065,-1.893755386,52.47609136,2016-12-05,0,False,12:00,12,0
2016-12-05 12:30:00,7,849.0,279.0,32.8622,-1.893755386,52.47609136,2016-12-05,0,False,12:30,12,30
2016-12-05 13:00:00,7,849.0,316.0,37.2203,-1.893755386,52.47609136,2016-12-05,0,False,13:00,13,0
2016-12-05 13:30:00,7,849.0,325.0,38.2803,-1.893755386,52.47609136,2016-12-05,0,False,13:30,13,30
2016-12-05 14:00:00,7,849.0,321.0,37.8092,-1.893755386,52.47609136,2016-12-05,0,False,14:00,14,0
2016-12-05 14:30:00,7,849.0,316.0,37.2203,-1.893755386,52.47609136,2016-12-05,0,False,14:30,14,30
2016-12-05 15:00:00,7,849.0,298.0,35.1001,-1.893755386,52.47609136,2016-12-05,0,False,15:00,15,0
2016-12-05 15:30:00,7,849.0,277.0,32.6266,-1.893755386,52.47609136,2016-12-05,0,False,15:30,15,30
2016-12-05 16:00:00,7,849.0,254.0,29.9176,-1.893755386,52.47609136,2016-12-05,0,False,16:00,16,0
2016-12-05 16:30:00,7,849.0,227.0,26.7373,-1.893755386,52.47609136,2016-12-05,0,False,16:30,16,30
2016-12-06 08:00:00,7,849.0,71.0,8.3628,-1.893755386,52.47609136,2016-12-06,1,False,08:00,8,0
2016-12-06 08:30:00,7,849.0,83.0,9.7762,-1.893755386,52.47609136,2016-12-06,1,False,08:30,8,30
2016-12-06 09:00:00,7,849.0,107.0,12.6031,-1.893755386,52.47609136,2016-12-06,1,False,09:00,9,0
2016-12-06 09:30:00,7,849.0,141.0,16.6078,-1.893755386,52.47609136,2016-12-06,1,False,09:30,9,30
2016-12-06 10:00:00,7,849.0,177.0,20.8481,-1.893755386,52.47609136,2016-12-06,1,False,10:00,10,0
2016-12-06 10:30:00,7,849.0,215.0,25.3239,-1.893755386,52.47609136,2016-12-06,1,False,10:30,10,30
2016-12-06 11:00:00,7,849.0,272.0,32.0377,-1.893755386,52.47609136,2016-12-06,1,False,11:00,11,0
2016-12-06 11:30:00,7,849.0,295.0,34.7468,-1.893755386,52.47609136,2016-12-06,1,False,11:30,11,30
2016-12-06 12:00:00,7,849.0,329.0,38.7515,-1.893755386,52.47609136,2016-12-06,1,False,12:00,12,0
2016-12-06 12:30:00,7,849.0,351.0,41.3428,-1.893755386,52.47609136,2016-12-06,1,False,12:30,12,30
2016-12-06 13:00:00,7,849.0,352.0,41.4605,-1.893755386,52.47609136,2016-12-06,1,False,13:00,13,0
2016-12-06 13:30:00,7,849.0,370.0,43.5807,-1.893755386,52.47609136,2016-12-06,1,False,13:30,13,30
2016-12-06 14:00:00,7,849.0,369.0,43.4629,-1.893755386,52.47609136,2016-12-06,1,False,14:00,14,0
2016-12-06 14:30:00,7,849.0,353.0,41.5783,-1.893755386,52.47609136,2016-12-06,1,False,14:30,14,30
2016-12-06 15:00:00,7,849.0,317.0,37.338,-1.893755386,52.47609136,2016-12-06,1,False,15:00,15,0
2016-12-06 15:30:00,7,849.0,290.0,34.1578,-1.893755386,52.47609136,2016-12-06,1,False,15:30,15,30
2016-12-06 16:00:00,7,849.0,270.0,31.8021,-1.893755386,52.47609136,2016-12-06,1,False,16:00,16,0
2016-12-06 16:30:00,7,849.0,245.0,28.8575,-1.893755386,52.47609136,2016-12-06,1,False,16:30,16,30
2016-12-07 08:00:00,7,849.0,80.0,9.4229,-1.893755386,52.47609136,2016-12-07,2,False,08:00,8,0
2016-12-07 08:30:00,7,849.0,93.0,10.9541,-1.893755386,52.47609136,2016-12-07,2,False,08:30,8,30
2016-12-07 09:00:00,7,849.0,105.0,12.3675,-1.893755386,52.47609136,2016-12-07,2,False,09:00,9,0
2016-12-07 09:30:00,7,849.0,144.0,16.9611,-1.893755386,52.47609136,2016-12-07,2,False,09:30,9,30
2016-12-07 10:00:00,7,849.0,175.0,20.6125,-1.893755386,52.47609136,2016-12-07,2,False,10:00,10,0
2016-12-07 10:30:00,7,849.0,200.0,23.5571,-1.893755386,52.47609136,2016-12-07,2,False,10:30,10,30
2016-12-07 11:00:00,7,849.0,232.0,27.3263,-1.893755386,52.47609136,2016-12-07,2,False,11:00,11,0
2016-12-07 11:30:00,7,849.0,269.0,31.6843,-1.893755386,52.47609136,2016-12-07,2,False,11:30,11,30
2016-12-07 12:00:00,7,849.0,296.0,34.8645,-1.893755386,52.47609136,2016-12-07,2,False,12:00,12,0
2016-12-07 12:30:00,7,849.0,310.0,36.5135,-1.893755386,52.47609136,2016-12-07,2,False,12:30,12,30
2016-12-07 13:00:00,7,849.0,319.0,37.5736,-1.893755386,52.47609136,2016-12-07,2,False,13:00,13,0
2016-12-07 13:30:00,7,849.0,321.0,37.8092,-1.893755386,52.47609136,2016-12-07,2,False,13:30,13,30
2016-12-07 14:00:00,7,849.0,335.0,39.4582,-1.893755386,52.47609136,2016-12-07,2,False,14:00,14,0
2016-12-07 14:30:00,7,849.0,326.0,38.3981,-1.893755386,52.47609136,2016-12-07,2,False,14:30,14,30
2016-12-07 15:00:00,7,849.0,310.0,36.5135,-1.893755386,52.47609136,2016-12-07,2,False,15:00,15,0
2016-12-07 15:30:00,7,849.0,290.0,34.1578,-1.893755386,52.47609136,2016-12-07,2,False,15:30,15,30
2016-12-07 16:00:00,7,849.0,262.0,30.8598,-1.893755386,52.47609136,2016-12-07,2,False,16:00,16,0
2016-12-07 16:30:00,7,849.0,239.0,28.1508,-1.893755386,52.47609136,2016-12-07,2,False,16:30,16,30
2016-12-08 08:00:00,7,849.0,80.0,9.4229,-1.893755386,52.47609136,2016-12-08,3,False,08:00,8,0
2016-12-08 08:30:00,7,849.0,90.0,10.6007,-1.893755386,52.47609136,2016-12-08,3,False,08:30,8,30
2016-12-08 09:00:00,7,849.0,101.0,11.8963,-1.893755386,52.47609136,2016-12-08,3,False,09:00,9,0
2016-12-08 09:30:00,7,849.0,122.0,14.3698,-1.893755386,52.47609136,2016-12-08,3,False,09:30,9,30
2016-12-08 10:00:00,7,849.0,177.0,20.8481,-1.893755386,52.47609136,2016-12-08,3,False,10:00,10,0
2016-12-08 10:30:00,7,849.0,208.0,24.4994,-1.893755386,52.47609136,2016-12-08,3,False,10:30,10,30
2016-12-08 11:00:00,7,849.0,235.0,27.6796,-1.893755386,52.47609136,2016-12-08,3,False,11:00,11,0
2016-12-08 11:30:00,7,849.0,286.0,33.6867,-1.893755386,52.47609136,2016-12-08,3,False,11:30,11,30
2016-12-08 12:00:00,7,849.0,321.0,37.8092,-1.893755386,52.47609136,2016-12-08,3,False,12:00,12,0
2016-12-08 12:30:00,7,849.0,344.0,40.5183,-1.893755386,52.47609136,2016-12-08,3,False,12:30,12,30
2016-12-08 13:00:00,7,849.0,367.0,43.2273,-1.893755386,52.47609136,2016-12-08,3,False,13:00,13,0
2016-12-08 13:30:00,7,849.0,382.0,44.9941,-1.893755386,52.47609136,2016-12-08,3,False,13:30,13,30
2016-12-08 14:00:00,7,849.0,384.0,45.2297,-1.893755386,52.47609136,2016-12-08,3,False,14:00,14,0
2016-12-08 14:30:00,7,849.0,376.0,44.2874,-1.893755386,52.47609136,2016-12-08,3,False,14:30,14,30
2016-12-08 15:00:00,7,849.0,336.0,39.576,-1.893755386,52.47609136,2016-12-08,3,False,15:00,15,0
2016-12-08 15:30:00,7,849.0,295.0,34.7468,-1.893755386,52.47609136,2016-12-08,3,False,15:30,15,30
2016-12-08 16:00:00,7,849.0,268.0,31.5665,-1.893755386,52.47609136,2016-12-08,3,False,16:00,16,0
2016-12-08 16:30:00,7,849.0,244.0,28.7397,-1.893755386,52.47609136,2016-12-08,3,False,16:30,16,30
2016-12-09 08:00:00,7,849.0,80.0,9.4229,-1.893755386,52.47609136,2016-12-09,4,False,08:00,8,0
2016-12-09 08:30:00,7,849.0,97.0,11.4252,-1.893755386,52.47609136,2016-12-09,4,False,08:30,8,30
2016-12-09 09:00:00,7,849.0,113.0,13.3098,-1.893755386,52.47609136,2016-12-09,4,False,09:00,9,0
2016-12-09 09:30:00,7,849.0,152.0,17.9034,-1.893755386,52.47609136,2016-12-09,4,False,09:30,9,30
2016-12-09 10:00:00,7,849.0,191.0,22.4971,-1.893755386,52.47609136,2016-12-09,4,False,10:00,10,0
2016-12-09 10:30:00,7,849.0,256.0,30.1531,-1.893755386,52.47609136,2016-12-09,4,False,10:30,10,30
2016-12-09 11:00:00,7,849.0,289.0,34.04,-1.893755386,52.47609136,2016-12-09,4,False,11:00,11,0
2016-12-09 11:30:00,7,849.0,325.0,38.2803,-1.893755386,52.47609136,2016-12-09,4,False,11:30,11,30
2016-12-09 12:00:00,7,849.0,340.0,40.0471,-1.893755386,52.47609136,2016-12-09,4,False,12:00,12,0
2016-12-09 12:30:00,7,849.0,379.0,44.6408,-1.893755386,52.47609136,2016-12-09,4,False,12:30,12,30
2016-12-09 13:00:00,7,849.0,390.0,45.9364,-1.893755386,52.47609136,2016-12-09,4,False,13:00,13,0
2016-12-09 13:30:00,7,849.0,395.0,46.5253,-1.893755386,52.47609136,2016-12-09,4,False,13:30,13,30
2016-12-09 14:00:00,7,849.0,379.0,44.6408,-1.893755386,52.47609136,2016-12-09,4,False,14:00,14,0
2016-12-09 14:30:00,7,849.0,364.0,42.874,-1.893755386,52.47609136,2016-12-09,4,False,14:30,14,30
2016-12-09 15:00:00,7,849.0,339.0,39.9293,-1.893755386,52.47609136,2016-12-09,4,False,15:00,15,0
2016-12-09 15:30:00,7,849.0,317.0,37.338,-1.893755386,52.47609136,2016-12-09,4,False,15:30,15,30
2016-12-09 16:00:00,7,849.0,304.0,35.8068,-1.893755386,52.47609136,2016-12-09,4,False,16:00,16,0
2016-12-09 16:30:00,7,849.0,282.0,33.2155,-1.893755386,52.47609136,2016-12-09,4,False,16:30,16,30
2016-12-10 08:00:00,7,849.0,73.0,8.5984,-1.893755386,52.47609136,2016-12-10,5,True,08:00,8,0
